0046, 218827.62933698387d0, 209300.99553685958d0, 3.191412385235425d0 
0047, 185157.8393807407d0, 203396.47505868043d0, 2.9830446003874638d0 
0048, 140969.46732440288d0, 194271.94504605365d0, 2.057276603652062d0 
0049, 151302.20833000174d0, 214079.42374190234d0, 3.5161496578980502d0 
0050, 157613.7442919771d0, 185546.04355870996d0, 2.734142725999624d0 
0051, 197206.66576751135d0, 215931.161909161d0, 3.1908084703709605d0 
0052, 172238.24764437618d0, 186466.66626160208d0, 2.313200088282081d0 
0053, 213709.9116112498d0, 165995.46981923928d0, 3.471636025185136d0 
0054, 173813.09353285845d0, 199177.93163462586d0, 1.678000444138464d0 
0055, 172807.49476870545d0, 204741.64246857085d0, 2.7000603323042713d0 
0056, 186113.5116060555d0, 199017.33780920433d0, 2.797929341185111d0 
0057, 226338.51440816093d0, 215770.931384251d0, 2.549681401519942d0 
0058, 200419.8048231358d0, 213477.05958140502d0, 3.498551225747628d0 
0059, 202689.19571367127d0, 165110.37539958348d0, 2.578537267234166d0 
0060, 160611.42670039288d0, 178026.8613122924d0, 4.370129957621549d0 
0061, 199345.76737101102d0, 234260.519850533d0, 2.406969829209002d0 
0062, 212194.91171310988d0, 168254.82133707858d0, 3.4655689350187933d0 
0063, 187043.9838743577d0, 165049.7434339496d0, 2.9046424021306643d0 
0064, 200039.794792695d0, 168738.76478617365d0, 2.952841612517135d0 
0065, 189291.06422664406d0, 175771.38165524244d0, 4.09978346092065d0 
0066, 194833.73170520796d0, 187803.80304546782d0, 3.6200051261317783d0 
0067, 217234.88794475154d0, 175008.0132097358d0, 2.841745215482681d0 
0068, 164263.95511689276d0, 172808.27933407185d0, 3.306865834470569d0 
0069, 174510.60260340743d0, 206873.14027931407d0, 3.80658528342389d0 
0070, 190688.99336260944d0, 175582.83196663045d0, 3.490004335173599d0 
0071, 174984.59565940828d0, 202689.6587638944d0, 3.235712348436318d0 
0072, 195709.47095756716d0, 189031.08224202017d0, 2.410429829656273d0 
0073, 174003.22100018262d0, 199180.07289275184d0, 2.3248784114379877d0 
0074, 223042.92368072591d0, 189399.58894782985d0, 3.0804731113815818d0 
0075, 156348.19967489314d0, 200837.3812454735d0, 3.116351869373661d0 
0076, 168206.56235445445d0, 168197.68819739195d0, 3.8023532801012814d0 
0077, 218721.87155458028d0, 213344.33672622583d0, 3.196178373021803d0 
0078, 177536.00822925405d0, 202712.6942768241d0, 2.5887920786794623d0 
0079, 223043.78992573297d0, 149776.46796692218d0, 3.307735638722706d0 
0080, 213371.5500476206d0, 181302.61458014973d0, 3.4812052670646163d0 
0081, 193056.60666668075d0, 188854.30287890218d0, 1.6173527885909063d0 
0082, 191683.09814258857d0, 197921.02002803114d0, 2.806174483705863d0 
0083, 219620.91545551314d0, 192391.71937400143d0, 3.675424404476202d0 
0084, 230188.0724477697d0, 188029.4219679727d0, 4.058904440595426d0 
0085, 175468.98616071543d0, 195652.45165193203d0, 2.266686140175896d0 
0086, 182982.06507686968d0, 198648.9081704628d0, 2.737129823783142d0 
0087, 179190.53685757832d0, 176927.1459454984d0, 4.096077474750274d0 
0088, 183458.2219045486d0, 180221.4505621235d0, 2.6976876696602883d0 
0089, 215766.09009133035d0, 201065.84380191434d0, 2.7194139556979113d0 
0090, 172201.06592040302d0, 181797.1552457188d0, 2.8224415894693893d0 
0091, 197615.1294536499d0, 188571.5554955019d0, 3.4452949865015507d0 
0092, 173177.0279261696d0, 187315.55843592383d0, 2.5477434730048394d0 
0093, 202425.61491858255d0, 204871.39238419264d0, 3.0286342487891083d0 
0094, 162004.17470254534d0, 196562.48775632613d0, 2.748712805836787d0 
0095, 198870.1229892146d0, 201348.59120033265d0, 3.336956118554107d0 
0096, 184202.4270280381d0, 226914.0966303045d0, 3.2163086172395934d0 
0097, 180810.50892336637d0, 178455.7916351023d0, 2.300247197783066d0 
0098, 214364.2289795194d0, 198594.9941485789d0, 3.618717687131319d0 
0099, 199465.38282640805d0, 220705.41931105466d0, 2.3019198773742175d0 
0100, 248038.24049374234d0, 211173.6116077617d0, 2.9703863576748457d0 
0101, 189847.54432356884d0, 158777.79090211427d0, 3.1840987245487615d0 
0102, 251483.85350458184d0, 195142.90791907563d0, 2.982089190458987d0 
0103, 165105.6127455245d0, 203529.23396974002d0, 2.6152107469496046d0 
0104, 189568.54521434108d0, 164966.60085949878d0, 3.08186719456227d0 
0105, 189764.42939720873d0, 206689.61582224845d0, 3.1404778714777573d0 
0106, 190301.73104522374d0, 194409.5548410447d0, 3.6246581561010327d0 
0107, 200300.5693060421d0, 217001.39536783737d0, 2.787405700845647d0 
0108, 211044.08702821448d0, 192905.02122956907d0, 2.756235720679136d0 
0109, 160497.95834249866d0, 193065.3945190208d0, 3.687559590660945d0 
0110, 185152.4447215548d0, 206421.29089850554d0, 2.9241302206129536d0 
0111, 184664.14088408375d0, 180584.17244866796d0, 2.773762931193199d0 
0112, 228690.04908352316d0, 195095.41694333378d0, 3.382160736090284d0 
0113, 180941.38546290304d0, 220629.74728662887d0, 3.165963168790735d0 
0114, 187070.74954308392d0, 170035.46766904974d0, 2.9377965810852604d0 
0115, 223369.41563017972d0, 219304.37173311057d0, 2.264294403666025d0 
0116, 190034.52725328418d0, 208767.70448286223d0, 3.0442418039210652d0 
0117, 159923.08799715052d0, 174439.73936770184d0, 3.3035345879589224d0 
0118, 241919.08013764152d0, 199512.05296171704d0, 2.897251298772843d0 
0119, 163335.73873295143d0, 173852.9317708142d0, 2.727707865981583d0 
0120, 183304.99943319723d0, 191963.54968498708d0, 2.89396591236411d0 
0121, 171450.764814407d0, 189424.57261036037d0, 1.6554612556450252d0 
0122, 216390.25233877267d0, 153219.21502109995d0, 3.769206452583127d0 
0123, 191052.98482005572d0, 207115.78120388562d0, 2.3663806199566855d0 
0124, 204378.7532294572d0, 208449.45337037696d0, 2.601697601559775d0 
0125, 178634.03490540522d0, 189972.86038814526d0, 2.5337831465937453d0 
0126, 168464.75300667156d0, 223445.91070981082d0, 3.738175814851105d0 
0127, 156684.82831249668d0, 175027.86394179123d0, 3.8012909187087214d0 
0128, 171061.83803788596d0, 165737.87173871882d0, 2.7377860726868497d0 
0129, 172452.63726746239d0, 175339.0943647283d0, 2.466565785131399d0 
0130, 209366.81606078305d0, 148944.0334953454d0, 2.820996985183187d0 
0131, 212260.5647182625d0, 173135.5625110842d0, 3.083634474039801d0 
0132, 162980.51574627587d0, 198938.73922115378d0, 2.861190194918293d0 
0133, 200828.46428880122d0, 186140.39396018075d0, 3.369603266945126d0 
0134, 188358.38241139802d0, 179032.10856203156d0, 1.9688278022922903d0 
0135, 181568.231664602d0, 183503.4139099105d0, 2.455882911882951d0 
0136, 191243.50000450626d0, 205815.60288201866d0, 3.420696211713268d0 
0137, 198472.90382979912d0, 187022.69542872443d0, 3.1626513785233277d0 
0138, 208524.57233413454d0, 177506.4147194333d0, 2.6949355721328403d0 
0139, 189786.72664695096d0, 189250.38350256855d0, 3.1687649655099577d0 
0140, 169771.52482791254d0, 173810.54389845417d0, 3.295064405859509d0 
0141, 202057.08021798485d0, 208982.49889544092d0, 2.947641651735311d0 
0142, 196460.0212413971d0, 187484.5372999186d0, 4.209731210975916d0 
0143, 214362.92034070086d0, 232868.23017195644d0, 3.5698224500986377d0 
0144, 189122.93186304127d0, 175703.20569184812d0, 1.7943393586763992d0 
0145, 209801.1338145009d0, 212536.94387024455d0, 3.1144099109949996d0 
0146, 163587.07396452865d0, 195022.6172351717d0, 3.020447669629243d0 
0147, 194936.0307683175d0, 177122.68446127663d0, 2.5720033887259692d0 
0148, 155181.26021755277d0, 189118.09965224075d0, 3.1410062246693458d0 
0149, 219790.2291391552d0, 202621.1813640854d0, 3.2541387172671987d0 
0150, 192724.00788235955d0, 154872.17999224763d0, 3.3630876954016538d0 
0151, 193752.2601224649d0, 182241.58651275278d0, 3.242394857537628d0 
0152, 206504.44731772068d0, 193313.5625263498d0, 2.32842488463502d0 
0153, 207080.39417754934d0, 215486.32791044452d0, 3.92664701302597d0 
0154, 181713.3872891711d0, 184472.3087549264d0, 3.331838801725787d0 
0155, 211402.17372820416d0, 197127.00652490475d0, 3.1385742714137552d0 
0156, 165463.64578297388d0, 162443.38751140962d0, 2.493370876703261d0 
0157, 221876.36278937216d0, 170527.3347750121d0, 2.9367430994158368d0 
0158, 219147.4156792541d0, 207593.3612239695d0, 3.3345483511634373d0 
0159, 200675.43125841353d0, 179901.0407453216d0, 2.9152025885056636d0 
0160, 199909.21484877326d0, 178460.2162227455d0, 3.572549317376635d0 
0161, 200374.30423603667d0, 176586.50057082754d0, 3.1971848144347415d0 
0162, 203863.65758225377d0, 209448.5780163738d0, 2.0674924412394247d0 
0163, 190208.17218268375d0, 220555.7903307164d0, 1.7229428709986356d0 
0164, 175369.80179522725d0, 197824.75133737625d0, 3.2647080731629616d0 
0165, 206965.54815227728d0, 184867.7225884976d0, 2.424138186459534d0 
0166, 208931.09366536414d0, 192005.6143023793d0, 2.9009325502730805d0 
0167, 192517.85506523954d0, 216659.9746153912d0, 3.661967063708559d0 
0168, 186072.8512977072d0, 193683.95533928054d0, 3.039677094993932d0 
0169, 202813.723665993d0, 160813.5699041786d0, 3.7235305041676874d0 
0170, 213952.62737079707d0, 165019.37279903848d0, 2.728976028010034d0 
0171, 186091.0251520506d0, 221811.4555699617d0, 2.4046048845337404d0 
0172, 204146.51051673372d0, 183674.3663602723d0, 3.37716738113664d0 
0173, 194579.79910452635d0, 183784.44797444178d0, 2.5336195889989934d0 
0174, 186525.84176899187d0, 200646.581223096d0, 2.700820285318963d0 
0175, 178120.98464459792d0, 175652.4486994833d0, 2.4219358500899473d0 
0176, 163904.5034649216d0, 198253.90745307418d0, 3.8854918128134797d0 
0177, 176310.97687319713d0, 199149.90360285703d0, 2.6771154101485104d0 
0178, 211464.49241961804d0, 178358.83919017622d0, 2.636614708262685d0 
0179, 199812.63574055806d0, 199471.12703460862d0, 3.3064253470064684d0 
0180, 204108.78611059958d0, 250002.02116789218d0, 3.311182218829724d0 
0181, 187246.29695563592d0, 203844.66133163846d0, 2.487265815630068d0 
0182, 195414.8096428682d0, 223033.03647859173d0, 3.0210084574691765d0 
0183, 154838.79191050274d0, 191146.30970499924d0, 3.4022109823380307d0 
0184, 205057.89853909277d0, 185689.26534542104d0, 2.743497795575719d0 
0185, 182699.6596740956d0, 203068.41790575578d0, 3.5352434105291057d0 
0186, 214888.79816389174d0, 191605.36332444893d0, 2.843331943460471d0 
0187, 166723.1016591389d0, 220290.31359332538d0, 2.9163110260403937d0 
0188, 163149.1411882478d0, 175218.00128127993d0, 3.3524983222236164d0 
0189, 213000.65474544387d0, 154410.62354894582d0, 3.8470899716956586d0 
0190, 162351.40097524316d0, 176784.08924023653d0, 3.052373254324251d0 
0191, 178828.0498712897d0, 187467.49502548508d0, 3.330704317743584d0 
0192, 182395.3265728331d0, 160911.65071444793d0, 3.192997100142615d0 
0193, 184765.53481512d0, 214864.0757840394d0, 2.375691384881099d0 
0194, 198645.9926464707d0, 169085.63149129855d0, 3.3416560626990615d0 
0195, 192550.20296401664d0, 223815.59552356362d0, 1.9593096903940124d0 
0196, 164778.86055427932d0, 178058.78246777062d0, 3.009109990087878d0 
0197, 176169.1802000242d0, 201737.18124875313d0, 2.5644860612534957d0 
0198, 183034.60953078934d0, 175279.6047987829d0, 2.7658106079262055d0 
0199, 215590.0879358369d0, 193506.3485055449d0, 2.3691874960645802d0 
0200, 186801.41954888147d0, 185242.6526511438d0, 1.9805436590008245d0 
0201, 210015.80600714675d0, 202474.69478570973d0, 2.5157948624786854d0 
0202, 150320.51447683445d0, 174856.12043731872d0, 3.421423884796835d0 
0203, 202337.12620990886d0, 201438.42603820964d0, 2.692651700968204d0 
0204, 155865.18323670997d0, 179362.96205993762d0, 2.8976812137163654d0 
0205, 194088.0569798065d0, 154766.5146312702d0, 3.7397581820121952d0 
0206, 160256.1593979342d0, 191368.8390932799d0, 3.237511997455989d0 
0207, 175408.8144390288d0, 208183.55539963997d0, 2.703824525642626d0 
0208, 180786.02048184295d0, 223123.83425809274d0, 3.876083324317706d0 
0209, 165218.58943914628d0, 176667.94543804933d0, 3.8777649801546143d0 
0210, 217634.92627274946d0, 177117.10121402275d0, 2.616359700721732d0 
0211, 192598.002182694d0, 217074.34019256668d0, 3.2094624476552616d0 
0212, 183597.22219985208d0, 190382.91487619677d0, 2.719795895643748d0 
0213, 197309.34668013002d0, 193713.73504478612d0, 2.242749371287694d0 
0214, 218644.70823832016d0, 171042.19910964105d0, 2.6845384322777095d0 
0215, 154676.84760041095d0, 141123.5522432144d0, 3.066950852861562d0 
0216, 176994.89395466875d0, 198533.62189955465d0, 3.454724056230458d0 
0217, 203065.33242175516d0, 219419.01564778463d0, 2.1328666121346864d0 
0218, 200665.5713397003d0, 211077.26360404477d0, 2.9691772771301004d0 
0219, 166300.0625711368d0, 198063.82114021835d0, 2.3591709977523854d0 
0220, 203402.70325319652d0, 173131.12866385985d0, 3.068727599334911d0 
0221, 169927.52992835885d0, 182893.4636062602d0, 1.8971657178303944d0 
0222, 200322.35108973645d0, 210268.2470453821d0, 2.752168305966663d0 
0223, 199849.41385412373d0, 201921.43717552378d0, 3.4449600241290512d0 
0224, 175697.4941275521d0, 215749.80422208394d0, 3.1746615284014434d0 
0225, 186857.24577594432d0, 208551.9903488614d0, 3.294062340353888d0 
0226, 175691.80826276293d0, 174764.8180649634d0, 2.717508147030478d0 
0227, 196291.39091280175d0, 154574.11098082236d0, 2.17293630907887d0 
0228, 183878.90196874374d0, 199173.50213077053d0, 2.936938915820503d0 
0229, 181774.51179247053d0, 159642.84094887323d0, 3.2666644477030413d0 
0230, 201410.39133351948d0, 176681.8771737432d0, 2.7723365387830468d0 
0231, 186137.10303447972d0, 168504.8421698409d0, 2.426714389034899d0 
0232, 222895.66091043473d0, 188540.52745391245d0, 2.7194413980152d0 
0233, 208907.20384163057d0, 184315.6524019254d0, 3.3127016847247446d0 
0234, 188662.52205197932d0, 161926.38520526187d0, 2.4845089025977254d0 
0235, 163093.80304199722d0, 227882.81808162166d0, 2.875863878184318d0 
0236, 167387.38911862572d0, 205455.9784220724d0, 3.0754682928372374d0 
0237, 176529.2290728233d0, 189076.6387746865d0, 2.8147056926986505d0 
0238, 200142.8698038368d0, 180917.32016706868d0, 2.8016779713539153d0 
0239, 239866.186669113d0, 150333.47601362754d0, 2.691245759486845d0 
0240, 193431.4312649003d0, 197723.47387385523d0, 3.130903697191018d0 
0241, 179000.10276667346d0, 214394.31332078393d0, 3.198675433845399d0 
0242, 172994.4657180885d0, 210831.61481596355d0, 3.1834030955928663d0 
0243, 146668.41722420047d0, 186694.32132674492d0, 2.944730186303082d0 
0244, 196164.8305830766d0, 200698.74656509756d0, 4.165811316597162d0 
0245, 203160.7095481968d0, 173118.24815725736d0, 3.010898420680407d0 
0246, 229151.9591093719d0, 215327.3694392767d0, 3.0918299133830947d0 
0247, 216693.55376329913d0, 199287.9874831174d0, 3.3776611063973236d0 
0248, 229799.33832189243d0, 192257.4445289899d0, 3.0025263434533103d0 
0249, 189947.88577627653d0, 206072.16629809845d0, 2.6064138936604677d0 
0250, 216035.74461823245d0, 160524.9803513505d0, 2.3414568595296346d0 
0251, 186868.40237979274d0, 219544.70304672254d0, 3.4431668861238336d0 
0252, 226216.57009120897d0, 201085.11649396794d0, 2.9131945915549116d0 
0253, 150174.22964390548d0, 195570.57943828325d0, 3.9682150973307335d0 
0254, 174890.4721660064d0, 166698.07605280651d0, 2.993529050316974d0 
0255, 213276.13009081426d0, 209793.56290173522d0, 3.297523188493113d0 
0256, 223325.5914186943d0, 238511.03038539743d0, 2.77609864305919d0 
0257, 193628.69271724552d0, 212610.73555378916d0, 3.1624018718919014d0 
0258, 170892.8382633393d0, 185499.93731150008d0, 3.5436532723267993d0 
0259, 223029.30242720223d0, 177141.89543631417d0, 2.5928400964826945d0 
0260, 188903.62362401874d0, 184520.9776653119d0, 3.1179631890626496d0 
0261, 208390.59037727694d0, 186120.60590226483d0, 3.523725468217048d0 
0262, 189087.1503388071d0, 190649.16740148413d0, 3.256810983546685d0 
0263, 196022.274697495d0, 196535.1417880778d0, 2.4457073120212094d0 
0264, 169314.7750504493d0, 209402.9229078801d0, 4.342511189585288d0 
0265, 183140.24011164636d0, 204599.67732997896d0, 2.622674504347798d0 
0266, 173074.73402660745d0, 166019.82210509563d0, 2.6556232900922883d0 
0267, 171791.7504456782d0, 202411.9516685911d0, 3.376048514537401d0 
0268, 178859.7903085041d0, 171290.8957816982d0, 3.4116426399148727d0 
0269, 176680.05215402372d0, 228289.568598916d0, 2.597617189180371d0 
0270, 176368.28359549484d0, 169681.05042631872d0, 2.5581913946589236d0 
0271, 174296.1737745868d0, 162637.31274747162d0, 2.865382657845037d0 
0272, 214514.33206275952d0, 198063.67166892113d0, 2.8950026222260794d0 
0273, 174721.50119758974d0, 198807.5568152958d0, 3.1716029243766166d0 
0274, 182057.03193979367d0, 175652.6551599466d0, 2.8741473258043637d0 
0275, 201436.18386465008d0, 180279.77213482457d0, 3.083048685667773d0 
0276, 194564.94697531065d0, 204957.21126185896d0, 3.615525448154557d0 
0277, 185095.88516328353d0, 207632.8623448075d0, 3.0949923703365028d0 
0278, 184635.05314830475d0, 203911.71239047946d0, 4.338609667197555d0 
0279, 200510.8200615217d0, 198362.93769319783d0, 3.034705117377673d0 
0280, 224052.38783157006d0, 199240.74058704788d0, 2.9639718417566234d0 
0281, 183306.98376304557d0, 206050.95232685187d0, 3.2003485967766374d0 
0282, 210557.43464732863d0, 183526.8381274492d0, 3.004109769142772d0 
0283, 189349.6361990102d0, 182952.22109549135d0, 2.3308432136119017d0 
0284, 198734.45107605556d0, 186989.83540502033d0, 3.1749138799472054d0 
0285, 209327.11779692533d0, 213498.42431940485d0, 3.600863897508752d0 
0286, 188370.26441580686d0, 210183.5514418612d0, 2.4304422124745138d0 
0287, 215832.4113011976d0, 187797.3508772274d0, 3.3237499780887347d0 
0288, 197696.45602190716d0, 183057.80704749268d0, 3.278259906463956d0 
0289, 174431.81834469564d0, 170264.93560171584d0, 2.4867669413149738d0 
0290, 218180.6073567278d0, 196581.38491616258d0, 2.902883276802127d0 
0291, 192429.79785353065d0, 218018.4404025299d0, 3.110927581969957d0 
0292, 162325.6241636416d0, 195288.11451817083d0, 2.6574431292250336d0 
0293, 174935.36376831407d0, 217880.84929567968d0, 4.046951664469547d0 
0294, 226123.50654040382d0, 173898.34176985302d0, 3.4073099295172624d0 
0295, 202039.59147045735d0, 199573.02573479604d0, 2.9676800073699274d0 
0296, 175446.40779363425d0, 203381.06284963986d0, 2.830417089620635d0 
0297, 195356.34856153376d0, 193070.38747181455d0, 3.1655684818499976d0 
0298, 202860.5876356487d0, 205184.11083913365d0, 2.9115965711439085d0 
0299, 181386.61293154545d0, 170111.06843934086d0, 2.032071030509904d0 
0300, 207814.05070817965d0, 185223.85628036724d0, 3.371396604814601d0 
0301, 172055.1184403948d0, 182136.9087895747d0, 4.038307183522194d0 
0302, 182826.81808995054d0, 185410.14307957824d0, 3.2338225481882152d0 
0303, 198091.3293670855d0, 179149.91134709108d0, 2.579696123486877d0 
0304, 178736.49405604103d0, 190709.2237042993d0, 2.959161255197979d0 
0305, 203096.2905996472d0, 164769.57986659056d0, 3.344548290028172d0 
0306, 159517.61411427968d0, 212142.44851872345d0, 2.7264920669482664d0 
0307, 190582.4524892922d0, 182615.3552679313d0, 3.1721978865506317d0 
0308, 185952.86214687623d0, 204899.67389680332d0, 3.0179726338165236d0 
0309, 203955.11889052807d0, 185965.2174882127d0, 3.342839088902389d0 
0310, 201187.40963054547d0, 191250.66387434147d0, 2.6385594571237543d0 
0311, 169451.25492308545d0, 187226.21230308976d0, 3.401468545489557d0 
0312, 189288.25701321108d0, 193623.7492453762d0, 2.698833712478197d0 
0313, 190254.33193688432d0, 180085.17755481545d0, 2.5771678209764888d0 
0314, 232346.41748294787d0, 211639.17756216475d0, 2.683592430307943d0 
0315, 169072.05947536946d0, 222791.6443973314d0, 3.4131666888366166d0 
0316, 199115.10727804672d0, 222904.6506635895d0, 2.869284892771933d0 
0317, 199379.83230003904d0, 191196.87360437022d0, 2.8037623383915324d0 
0318, 211414.0941713874d0, 166410.6167097715d0, 2.4893456587020797d0 
0319, 179599.91177908715d0, 207987.2968204604d0, 3.4824704798722985d0 
0320, 196314.17257827346d0, 205018.7555060521d0, 3.3580960150197536d0 
#{'ENS': 320, 'CX': 192000.0, 'CY': 192000.0, 'SIGMA_LOC': 20000.0, 'SIGMA_PT': 0.5, 'MEAN_PT': 3.0, 'MAX_PT': 4.5, 'MIN_PT': 1.5}
